"","species"
"2295","Carex stricta Lam."
"2296","Lycopus virginicus L."
"2297","Dichanthelium boreale (Nash) Freckmann"
"2298","Carex communis L.H. Bailey"
"2299","Scutellaria lateriflora L. var. lateriflora"
"2300","Kobresia simpliciuscula (Wahlenb.) Mack."
"2301","Carex macrochaeta C.A. Mey."
"2302","Rumex arcticus Trautv."
"2303","Dodecatheon frigidum Cham. & Schltdl."
"2304","Poa arctica R. Br."
"2305","Salix pulchra/richardsonii"
"2306","Carex microchaeta T. Holm ssp. microchaeta"
"2307","Platanthera obtusata (Banks ex Pursh) Lindl."
"2308","Moneses uniflora (L.) A. Gray"
"2309","Juncus castaneus Sm."
"2310","Juncus triglumis L."
"2311","Empetrum nigrum L. ssp. hermaphroditum (Lange ex Hagerup) Böcher"
"2312","Andromeda polifolia L. var. polifolia"
"2313","Carex membranacea Hook."
"2314","Salix reticulata L. ssp. glabellicarpa Argus"
"2315","Saxifraga nelsoniana D. Don ssp. nelsoniana"
"2316","Carex loliacea L."
"2317","Ranunculus hyperboreus Rottb."
"2318","Dodecatheon sp."
"2319","Trientalis europaea L."
"2320","Antennaria friesiana (Trautv.) Ekman"
"2321","Antennaria rosea Greene ssp. pulvinata (Greene) Bayer"
"2322","Taraxacum phymatocarpum J. Vahl"
"2323","Tofieldia coccinea Richardson"
"2324","Salix polaris Wahlenb."
"2325","Carex capillaris L."
"2326","Carex brunnescens (Pers.) Poir."
"2327","Adoxa moschatellina L."
"2328","Cardamine pratensis L."
"2329","Salix pseudomyrsinites Andersson"
"2330","Chrysosplenium tetrandrum (Lund ex Malmgr.) Th. Fr."
"2331","Artemisia tilesii Ledeb."
"2332","Artemisia alaskana Rydb."
"2333","Rumex acetosa L."
"2334","Cirsium horridulum Michx."
"2335","Euphorbia pubentissima Michx."
"2336","Helianthemum corymbosum Michx."
"2337","Hieracium gronovii L."
"2338","Mimosa quadrivalvis L."
"2339","Seymeria cassioides (J.F. Gmel.) S.F. Blake"
"2340","Cnidoscolus urens (L.) Arthur var. stimulosus (Michx.) Govaerts"
"2341","Asimina angustifolia Raf."
"2342","Eupatorium glaucescens Elliott"
"2343","Eupatorium leucolepis (DC.) Torr. & A. Gray"
"2344","Helianthella californica A. Gray"
"2345","Rhynchospora grayi Kunth"
"2346","Andropogon spp."
"2347","Crotalaria rotundifolia Walter ex J.F. Gmel."
"2348","Gamochaeta sp."
"2349","Houstonia procumbens (Walter ex J.F. Gmel.) Standl."
"2350","Piriqueta cistoides (L.) Griseb."
"2351","Agalinis spp."
"2352","Desmodium lineatum DC."
"2353","Pityopsis graminifolia (Michx.) Nutt."
"2354","Polygala grandiflora Walter"
"2355","Rhynchospora sp."
"2356","Celtis tenuifolia Nutt."
"2357","Desmodium floridanum Chapm."
"2358","Dyschoriste oblongifolia (Michx.) Kuntze"
"2359","Pityopsis sp."
"2360","Tephrosia spicata (Walter) Torr. & A. Gray"
"2361","Vernonia angustifolia Michx."
"2362","Dichanthelium strigosum (Muhl. ex Elliott) Freckmann"
"2363","Elephantopus elatus Bertol."
"2364","Eupatorium hyssopifolium L."
"2365","Lactuca graminifolia Michx."
"2366","Paspalum notatum Flueggé"
"2367","Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark"
"2368","Dichaetophora sp."
"2369","Dichanthelium ovale (Elliott) Gould & C.A. Clark"
"2370","Eupatorium sp."
"2371","Hieracium gracile Hook."
"2372","Pityopsis aspera (Shuttlw. ex Small) Small"
"2373","Centrosema sp."
"2374","Chamaesyce hyssopifolia (L.) Small"
"2375","Cyperus filiformis Sw."
"2376","Salvia sp."
"2377","Salvia lyrata L."
"2378","Cistaceae sp."
"2379","Asclepias michauxii Decne."
"2380","Oxalis albicans Kunth"
"2381","Symphyotrichum dumosum (L.) G.L. Nesom"
"2382","Tragia urens L."
"2383","Oxalis corniculata L."
"2384","Pediomelum canescens (Michx.) Rydb."
"2385","Dendrophthora flagelliformis (Lam.) Krug & Urb."
"2386","Erechtites glomerata (Desf. ex Poir.) DC."
"2387","Asclepiadaceae sp."
"2388","Chrysopsis sp."
"2389","Lactuca spp."
"2390","Axonopus fissifolius (Raddi) Kuhlm."
"2391","Lechea minor L."
"2392","Tephrosia florida (F.G. Dietr.) C.E. Wood"
"2393","Cymopterus planosus (Osterh.) Mathias"
"2394","Symphyotrichum concolor (L.) G.L. Nesom"
"2395","Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom var. hesperium"
"2396","Diodia teres Walter var. teres"
"2397","Tephrosia sp."
"2398","Wahlenbergia marginata (Thunb.) A. DC."
"2399","Vaccinium myrsinites Lam."
"2400","Galactia regularis (L.) Britton, Sterns & Poggenb."
"2401","Cnidoscolus urens (L.) Arthur"
"2402","Lactuca floridana (L.) Gaertn."
"2403","Rumex hastatulus Baldw."
"2404","Cyperus filicinus Vahl"
"2405","Acacia greggii A. Gray"
"2406","Oxalis spp."
"2407","Solanum campechiense L."
"2408","Pityopsis spp."
"2409","Conyza bonariensis (L.) Cronquist"
"2410","Scutellaria integrifolia L."
"2411","Carphephorus sp."
"2412","Asplenium ×herb-wagneri W.C. Taylor & Mohlenbr."
"2413","Sabal causiarum (O.F. Cook) Becc."
"2414","Erigeron spp."
"2415","Asclepias humistrata Walter"
"2416","Prunus umbellata Elliott"
"2417","Schizachyrium sp."
"2418","Pinus elliottii Engelm."
"2419","Croptilon divaricatum (Nutt.) Raf."
"2420","Dichanthelium consanguineum (Kunth) Gould & C.A. Clark"
"2421","Machaeranthera asteroides (Torr.) Greene var. asteroides"
"2422","Puccinellia lemmonii (Vasey) Scribn."
"2423","Townsendia grandiflora Nutt."
"2424","Tradescantia hirsutiflora Bush"
"2425","Tradescantia sp."
"2426","Aristida beyrichiana Trin. & Rupr."
"2427","Astragalus michauxii (Kuntze) F.J. Herm."
"2428","Gamochaeta coarctata (Willd.) Kerguélen"
"2429","Saccharum sp."
"2430","Galactia erecta (Walter) Vail"
"2431","Asclepias spp."
"2432","Desmodium marilandicum (L.) DC."
"2433","Paspalum spp."
"2434","Rumex spp."
"2435","Scutellaria spp."
"2436","Heterotheca sp."
"2437","Sorghastrum sp."
"2438","Agalinis sp."
"2439","Scutellaria multiglandulosa (Kearney) Small ex Harper"
"2440","Andropogon capillipes Nash"
"2441","Antennaria dimorpha (Nutt.) Torr. & A. Gray"
"2442","Scleria spp."
"2443","Sericocarpus tortifolius (Michx.) Nees"
"2444","Helianthemum carolinianum (Walter) Michx."
"2445","Chrysopsis mariana (L.) Elliott"
"2446","Commelinaceae sp."
"2447","Iridaceae sp."
"2448","Sisyrinchium xerophyllum Greene"
"2449","Stylodon carneus (Medik.) Moldenke"
"2450","Chrysopsis gossypina (Michx.) Elliott"
"2451","Eupatorium rotundifolium L. var. ovatum (Bigelow) Torr."
"2452","Salvia spp."
"2453","Eupatorium mohrii Greene"
"2454","Melilotus indicus (L.) All."
"2455","Ionactis sp."
"2456","Commelina erecta L. var. angustifolia (Michx.) Fernald"
"2457","Freesia laxa (Thunb.) Goldblatt & J.C. Manning"
"2458","Eupatorium compositifolium Walter"
"2459","Hibiscus grandiflorus Michx."
"2460","Jacquemontia tamnifolia (L.) Griseb."
"2461","Dichanthium spp."
"2462","Elephantopus sp."
"2463","Smilax spp."
"2464","Toxicodendron spp."
"2465","Galium mollugo L."
"2466","Gymnopogon sp."
"2467","Quercus margaretta"
"2468","Gaura filipes Spach"
"2469","Galactia mollis Michx."
"2470","Sorghastrum secundum (Elliott) Nash"
"2471","Galium obtusum Bigelow ssp. filifolium (Wiegand) Puff"
"2472","Verbesina aristata (Elliott) A. Heller"
"2473","Eupatorium album L."
"2474","Ionactis linariifolius (L.) Greene"
"2475","Polypremum procumbens L."
"2476","Symphyotrichum adnatum (Nutt.) G.L. Nesom"
"2477","Carex albolutescens Schwein."
"2478","Lespedeza angustifolia (Pursh) Elliott"
"2479","Rhynchosia reniformis DC."
"2480","Tragia smallii Shinners"
"2481","Quercus incana W. Bartram"
"2482","Lespedeza hirta (L.) Hornem."
"2483","Ageratina aromatica (L.) Spach"
"2484","Helianthus angustifolius L."
"2485","Dichanthelium commutatum (Schult.) Gould"
"2486","Rhynchospora ciliaris (Michx.) C. Mohr"
"2487","Strophostyles umbellata (Muhl. ex Willd.) Britton"
"2488","Ageratina jucunda (Greene) Clewell & Woot."
"2489","Desmodium incanum DC."
"2490","Vaccinium darrowii Camp"
"2491","Eupatorium semiserratum DC."
"2492","Eupatorium rotundifolium L."
"2493","Croton argyranthemus Michx."
"2494","Liatris elegans (Walter) Michx."
"2495","Silphium asteriscus L."
"2496","Desmodium strictum (Pursh) DC."
"2497","Hyptis alata (Raf.) Shinners"
"2498","Rhynchosia difformis (Elliott) DC."
"2499","Stillingia sylvatica L."
"2500","Triadenum walteri (J.G. Gmel.) Gleason"
"2501","Vernicia fordii (Hemsl.) Airy-Shaw"
"2502","Dalea carnea (Michx.) Poir."
"2503","Liatris tenuifolia Nutt."
"2504","Gaylussacia dumosa (Andrews) Torr. & A. Gray"
"2505","Dahlia pinnata Cav."
"2506","Rhynchospora spp."
"2507","Stylisma humistrata (Walter) Chapm."
"2508","Stellaria humifusa Rottb."
"2509","Rhynchosia tomentosa (L.) Hook. & Arn."
"2510","Clitoria sp."
"2511","Crataegus flava Aiton"
"2512","Axonopus furcatus (Flueggé) Hitchc."
"2513","Spiraea prunifolia Siebold & Zucc."
"2514","Viola ×primulifolia L. (pro sp.)"
"2515","Viola septemloba Leconte"
"2516","Rhynchospora elliottii A. Dietr."
"2517","Spiranthes praecox (Walter) S. Watson"
"2518","Schizachyrium tenerum Nees"
"2519","Habenaria quinqueseta (Michx.) Eaton"
"2520","Manfreda virginica (L.) Salisb. ex Rose"
"2521","Physalis walteri Nutt."
"2522","Saccharum alopecuroides (L.) Nutt."
"2523","Habenaria sp."
"2524","Muhlenbergia capillaris (Lam.) Trin."
"2525","Crotalaria purshii DC."
"2526","Hypoxis wrightii (Baker) Brackett"
"2527","Stephanomeria virgata Benth."
"2528","Anthaenantia villosa (Michx.) P. Beauv."
"2529","Rhynchospora divergens Chapm. ex M.A. Curtis"
"2530","Eupatorium pilosum Walter"
"2531","Quercus gambelii Nutt. var. gambelii"
"2532","Tridens spp."
"2533","Chamaesyce laredana (Millsp.) Small"
"2534","Muhlenbergia mexicana (L.) Trin."
"2535","Schizachyrium spp."
"2536","Asclepias longifolia Michx."
"2537","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch"
"2538","Spergularia diandra (Guss.) Held. & Sart."
"2539","Aristolochia sp."
"2540","Sabatia macrophylla Hook."
"2541","Smilax pumila Walter"
"2542","Betula nigra L."
"2543","Tillandsia usneoides (L.) L."
"2544","Aesculus pavia L."
"2545","Carpinus sp."
"2546","Quercus spp."
"2547","Kyllinga odorata Vahl"
"2548","Stylisma patens (Desr.) Myint"
"2549","Sideroxylon sp."
"2550","Ulmaceae spp."
"2551","Calochortus amabilis Purdy"
"2552","Helianthus radula (Pursh) Torr. & A. Gray"
"2553","Cornus asperifolia Michx."
"2554","Scleranthus sp."
"2555","Dyschoriste sp."
"2556","Fraxinus caroliniana Mill."
"2557","Lysimachia remyi Hillebr. ssp. remyi"
"2558","Quercus geminata Small"
"2559","Croton michauxii G.L. Webster"
"2560","Melica mutica Walter"
"2561","Symphyotrichum urophyllum (Lindl.) G.L. Nesom"
"2562","Rhamnaceae sp."
"2563","Rhynchospora colorata (L.) H. Pfeiffer"
"2564","Hamamelidaceae sp."
"2565","Indigofera sp."
"2566","Ulmaceae sp."
"2567","Crataegus uniflora Münchh."
"2568","Hymenocallis occidentalis (Leconte) Kunth"
"2569","Serenoa repens (W. Bartram) Small"
"2570","Serenoa sp."
"2571","Caprifoliaceae sp."
"2572","Ilex cassine L."
"2573","Croomia sp."
"2574","Vaccinium elliottii Chapm."
"2575","Tilia sp."
"2576","Hypoxis juncea Sm."
"2577","Eragrostis elliottii S. Watson"
"2578","Delphinium inopinum (Jeps.) F.H. Lewis & Epling"
"2579","Zornia bracteata Walter ex J.F. Gmel."
"2580","Chasmanthium sessiliflorum (Poir.) Yates"
"2581","Bidens alba (L.) DC."
"2582","Seymeria pectinata Pursh"
"2583","Silphium compositum Michx."
"2584","Rumex frutescens Thouars"
"2585","Bulbostylis ciliatifolia (Elliott) Fernald"
"2586","Eubotrys racemosa (L.) Nutt."
"2587","Mikania sp."
"2588","Nephrolepis sp."
"2589","Aquifoliaceae sp."
"2590","Chasmanthium laxum (L.) Yates"
"2591","Leitneria sp."
"2592","Dichanthelium dichotomum (L.) Gould var. ensifolium (Baldw. ex Elliott) Gould & C.A. Clark"
"2593","Ipomoea quamoclit L."
"2594","Urochloa texana (Buckley) R. Webster"
"2595","Dysphania ambrosioides (L.) Mosyakin & Clemants"
"2596","Richardia scabra L."
"2597","Sorghum bicolor (L.) Moench"
"2598","Indigofera hirsuta L."
"2599","Pennisetum sp."
"2600","Sorghum sp."
"2601","Hypericum gentianoides (L.) Britton, Sterns & Poggenb."
"2602","Agalinis fasciculata (Elliott) Raf."
"2603","Gamochaeta spp."
"2604","Digitaria bicornis (Lam.) Roem. & Schult."
"2605","Plantaginaceae sp."
"2606","Arachis hypogaea L."
"2607","Urochloa ramosa (L.) Nguyen"
"2608","Brassica sp."
"2609","Raphanus sativus L."
"2610","Scoparia dulcis L."
"2611","Cenchrus longispinus (Hack.) Fernald"
"2612","Paspalum floridanum Michx."
"2613","Sida elliottii Torr. & A. Gray"
"2614","Cenchrus sp."
"2615","Paspalum plicatulum Michx."
"2616","Senna sp."
"2617","Cynodon sp."
"2618","Sida rhombifolia L."
"2619","Digitaria spp."
"2620","Lupinus villosus Willd."
"2621","Dichanthelium erectifolium (Nash) Gould & C.A. Clark"
"2622","Pennisetum villosum R. Br. ex Fresen."
"2623","Sphenopholis filiformis (Chapm.) Scribn."
"2624","Liatris tenuifolia Nutt. var. tenuifolia"
"2625","Cyperus grayi Torr."
"2626","Eriogonum tomentosum Michx."
"2627","Scleria reticularis Michx."
"2628","Tephrosia ×floridana (Vail) Isely"
"2629","Polygonum scandens L. var. cristatum (Engelm. & A. Gray) Gleason"
"2630","Physalis hederifolia A. Gray"
"2631","Funastrum cynanchoides (Decne.) Schltr. ssp. heterophyllum (Engelm. ex Torr.) Kartesz"
"2632","Silphium sp."
"2633","Stylisma sp."
"2634","Scutula sp."
"2635","Callisia graminea (Small) G. Tucker"
"2636","Achnatherum nelsonii (Scribn.) Barkworth ssp. dorei (Barkworth & Maze) Barkworth"
"2637","Lygodesmia aphylla (Nutt.) DC."
"2638","Rhynchospora recognita (Gale) Kral"
"2639","Amelanchier canadensis (L.) Medik."
"2640","Dichanthelium strigosum (Muhl. ex Elliott) Freckmann var. strigosum"
"2641","Gaylussacia tomentosa (A. Gray) Pursh ex Small"
"2642","Lemna minor L."
"2643","Liatris pilosa (Aiton) Willd."
"2644","Rhynchosia sp."
"2645","Solidago tortifolia Elliott"
"2646","Acanthaceae sp."
"2647","Jacquemontia sp."
"2648","Dalea obovata (Torr. & A. Gray) Shinners"
"2649","Scutellaria incana Biehler"
"2650","Verbenaceae sp."
"2651","Sorghastrum spp."
"2652","Lechea sessiliflora Raf."
"2653","Liatris gracilis Pursh"
"2654","Passifloraceae sp."
"2655","Sorghastrum elliottii (C. Mohr) Nash"
"2656","Gaylussacia mosieri Small"
"2657","Sphaeralcea coccinea (Nutt.) Rydb."
"2658","Galactia elliottii Nutt."
"2659","Liatris elegantula (Greene) K. Schum."
"2660","Rubus canadensis L."
"2661","Lespedeza thunbergii (DC.) Nakai"
"2662","Eupatorium ×pinnatifidum Elliott"
"2663","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker"
"2664","Cirsium horridulum Michx. var. vittatum (Small) R.W. Long"
"2665","Hypoxis sp."
"2666","Astragalus reflexus Torr. & A. Gray"
"2667","Hyptis sp."
"2668","Rhexia mariana L."
"2669","Fimbristylis sp."
"2670","Stachys bigelovii A. Gray"
"2671","Rhynchospora compressa Carey ex Chapm."
"2672","Schoenolirion sp."
"2673","Rhexia nashii Small"
"2674","Dalea pinnata (J.F. Gmel.) Barneby"
"2675","Bidens bipinnata L."
"2676","Carex longii Mack."
"2677","Chamaesyce spp."
"2678","Digitaria filiformis (L.) Koeler"
"2679","Dichondra sp."
"2680","Erechtites sp."
"2681","Rhynchospora megalocarpa A. Gray"
"2682","Agrimonia sp."
"2683","Galactia spp."
"2684","Hypericum crux-andreae (L.) Crantz"
"2685","Ipomoea cordatotriloba Dennst."
"2686","Helianthemum sp."
"2687","Pinus echinata Mill."
"2688","Calochortus catalinae S. Watson"
"2689","Quercus georgiana M.A. Curtis"
"2690","Kyllinga sp."
"2691","Pinus clausa (Chapm. ex Engelm.) Vasey ex Sarg."
"2692","Plantago heterophylla Nutt."
"2693","Nephrolepis cordifolia (L.) C. Presl"
"2694","Cheilanthes notholaenoides (Desv.) Maxon ex Weath."
"2695","Symphyotrichum dumosum (L.) G.L. Nesom var. dumosum"
"2696","Croptilon sp."
"2697","Axonopus sp."
"2698","Sorghum bicolor (L.) Moench ssp. bicolor"
"2699","Stylisma patens (Desr.) Myint ssp. angustifolia (Nash) Myint"
"2700","Hymenothrix wrightii A. Gray"
"2701","Lespedeza bicolor Turcz."
"2702","Paspalum laeve Michx."
"2703","Paspalidium sp."
"2704","Onagraceae sp."
"2705","Urticaceae sp."
"2706","Muntingia calabura L."
"2707","Ipomoea barbatisepala A. Gray"
"2708","Rottboellia cochinchinensis (Lour.) W.D. Clayton"
"2709","Cyperus lupulinus (Spreng.) Marcks ssp. lupulinus"
"2710","Oxalis rubra A. St.-Hil."
"2711","Rhododendron cumberlandense E.L. Braun"
"2712","Saccharum giganteum (Walter) Pers."
"2713","Euphorbia tetrapora Engelm."
"2714","Desmodium tenuifolium Torr. & A. Gray"
"2715","Lobelia sp."
"2716","Phacelia grandiflora (Benth.) A. Gray"
"2717","Melinis repens (Willd.) Zizka"
"2718","Galactia pinetorum Small"
"2719","Rhodomyrtus tomentosa (Aiton) Hassk."
"2720","Chamaesyce hypericifolia (L.) Millsp."
"2721","Artemisia serrata Nutt."
"2722","Anthaenantia sp."
"2723","Pisonia sp."
"2724","Distichlis spicata (L.) Greene"
"2725","Lesquerella angustifolia (Nutt. ex Torr. & A. Gray) S. Watson"
"2726","Verbesina heterophylla (Chapm.) A. Gray"
"2727","Crataegus ×anomala Sarg. (pro sp.)"
"2728","Cornaceae sp."
"2729","Ageratina sp."
"2730","Pleopeltis polylepis (Roem. ex Kunze) T. Moore"
"2731","Rhynchospora inexpansa (Michx.) Vahl"
"2732","Striga asiatica (L.) Kuntze"
"2733","Asimina reticulata Shuttlw. ex Chapm."
"2734","Sideroxylon tenax L."
"2735","Agrimonia gryposepala Wallr."
"2736","Quercus ×macnabiana Sudw."
"2737","Descurainia pinnata (Walter) Britton"
"2738","Yucca filamentosa L."
"2739","Digitaria eriantha Steud."
"2740","Gaura biennis L."
"2741","Rhynchospora fascicularis (Michx.) Vahl"
"2742","Pityopsis oligantha (Chapm. ex Torr. & A. Gray) Small"
"2743","Smilax lasioneura Hook."
"2744","Desmodium triflorum (L.) DC."
"2745","Coreopsis lanceolata L."
"2746","Tridax sp."
"2747","Dichaetophora spp."
"2748","Stellaria umbellata Turcz. ex Kar. & Kir."
"2749","Rhynchospora microcephala (Britton) Britton"
"2750","Lechea torreyi Leggett ex Britton"
"2751","Dalea albida (Torr. & A. Gray) D.B. Ward"
"2752","Pteroglossaspis ecristata (Fernald) Rolfe"
"2753","Desmodium procumbens (Mill.) Hitchc. var. procumbens"
"2754","Scrophularia sp."
"2755","Chenopodiaceae sp."
"2756","Euphorbia texana (Millsp. ex A. Heller) Boiss."
"2757","Scrophulariaceae sp."
"2758","Pennisetum purpureum Schumach."
"2759","Bulbostylis warei (Torr.) C.B. Clarke"
"2760","Digitalis sp."
"2761","Phyllanthus sp."
"2762","Richardia sp."
"2763","Polygala polygama Walter"
"2764","Hypericum myrtifolium Lam."
"2765","Sporobolus floridanus Chapm."
"2766","Galium uniflorum Michx."
"2767","Dicentra canadensis (Goldie) Walp."
"2768","Leptochloa dubia (Kunth) Nees"
"2769","Rhynchospora debilis Gale"
"2770","Cymbopogon refractus (R. Br.) A. Camus"
"2771","Buchnera americana L."
"2772","Digitaria violascens Link"
"2773","Orobanchaceae sp."
"2774","Aletris obovata Nash"
"2775","Penstemon laevigatus Aiton"
"2776","Hypericum cistifolium Lam."
"2777","Digitaria texana Hitchc."
"2778","Penstemon australis Small"
"2779","Aletris sp."
"2780","Crataegus spathulata Michx."
"2781","Cyperus flavescens L."
"2782","Chamaesyce maculata (L.) Small"
"2783","Pennisetum ciliare (L.) Link"
"2784","Desmodium lindheimeri Vail"
"2785","Gaylussacia sp."
"2786","Carphephorus odoratissimus (J.F. Gmel.) Herb."
"2787","Cuscuta compacta Juss. ex Choisy"
"2788","Paronychia rugelii (Chapm.) Shuttlw. ex Chapm."
"2789","Eustachys neglecta (Nash) Nash"
"2790","Ipomoea triloba L."
"2791","Amaranthaceae sp."
"2792","Amaranthus palmeri S. Watson"
"2793","Cyperus polystachyos Rottb."
"2794","Dactyloctenium sp."
"2795","Euphorbia heterophylla L."
"2796","Oenothera biennis L."
"2797","Brassica juncea (L.) Czern."
"2798","Daucus sp."
"2799","Cenchrus echinatus L."
"2800","Vaccinium tenellum Aiton"
"2801","Dysphania anthelmintica (L.) Mosyakin & Clemants"
"2802","Chasmanthium nitidum (Baldw.) Yates"
"2803","Ipomoea hederifolia L."
"2804","Eryngium yuccifolium Michx."
"2805","Cryptantha paysonii (J.F. Macbr.) I.M. Johnst."
"2806","Dioscorea sp."
"2807","Butia sp."
"2808","Dioscorea floridana Bartlett"
"2809","Ilex ambigua (Michx.) Torr."
"2810","Clematis reticulata Walter"
"2811","Chasmanthium spp."
"2812","Aesculus sp."
"2813","Juniperus sp."
"2814","Celastraceae sp."
"2815","Calochortus amoenus Greene"
"2816","Halesia diptera Ellis"
"2817","Styracaceae sp."
